Search Results,"(""capri-sun"" OR ""capri sun"") AND (""quality"" OR ""genuine"" OR ""authentic"" OR ""sophisticated"" OR ""novel"" OR ""young"" OR ""refreshing"" OR ""cool"" OR ""comforting"" OR ""relaxing"" OR ""fun"" OR ""good"" OR ""great"" OR ""tasty"" OR ""inspirational"" OR ""optimistic"" OR ""happy"" OR ""confident"" OR ""cynical"" OR ""ambitious"" OR ""selfish"" OR ""superstitious"" OR ""practical"" OR ""creative"" OR ""emotional"" OR ""stylish"" OR ""impulsive"" OR ""political"" OR ""responsible"" OR ""spiritual"") between 20-Mar-2013 and 18-Sep-2013 language=English in Twitter",19800 total results,Showing from 1 to 15000,,,,,,,,,,
,,,,,,,,,,,,,
host,link,time,auth,follower,following,age,gender,country,location,sentiment,contents,uniqueid,authname
http://twitter.com/mejonwhite,http://twitter.com/MeJonWhite/statuses/379732674052497409,2013-09-16T22:24:59Z,8,11577,796,,,,MCR,,@LouisJopling You're never alone when you'er supping on a Capri Sun. This would've made a great commercial in the lat 70s.,3.79733E+17,Jon White
http://twitter.com/swaggupjackson,http://twitter.com/swaggUPjackson/statuses/379732419987128321,2013-09-16T22:23:58Z,6,3225,3466,,,US,"Long Beach, California",,@she_is_royalty well I'm Doritos Cool .. Your more like Capri Sun Cool lol . That's makes you too cool lol,3.79732E+17,Deandre Jackson
http://twitter.com/bornreal_2,http://twitter.com/bornreal_2/statuses/379724516504928256,2013-09-16T21:52:34Z,5,725,510,,,,561➡386,,Happy birthday Capri-sun!,3.79725E+17,Jonathan T. Smitts
http://twitter.com/laura_jlsxx,http://twitter.com/Laura_jlsxx/statuses/379723775925047296,2013-09-16T21:49:37Z,4,670,1740,,,IE,ireland dublin,,I got so happy yesterday when I was at the shop cause I bought a capri-sun and the straws are always on the back but mine was at de front ha,3.79724E+17,heyimlaura
http://twitter.com/_cornbread_fed_,http://twitter.com/_Cornbread_Fed_/statuses/379717202339188738,2013-09-16T21:23:30Z,6,1073,1048,,,,,,RT @mrkickz88 Its all fun and games until you realize your Capri Sun has no straw then shit gets extra real.!!!,3.79717E+17,BIG FINE ★★ツ
http://twitter.com/samieeexc007,http://twitter.com/samieeexc007/statuses/379706834531389440,2013-09-16T20:42:18Z,5,772,941,,,US,virginia,,My mom stocked up the fridge with LOTS of Capri-sun. She know what's good👏😋,3.79707E+17,〰
http://twitter.com/capri_sun_kid,http://twitter.com/Capri_Sun_Kid/statuses/379703615948328960,2013-09-16T20:29:31Z,4,316,329,,,,,,“@Ashlyn_Myers007: Happy Birthday @Capri_Sun_Kid !! (:”Thank you!!!,3.79704E+17,Clay Febus
http://twitter.com/capri_sun_kid,http://twitter.com/Capri_Sun_Kid/statuses/379703257427632129,2013-09-16T20:28:05Z,4,316,329,,,,,,“@jparham92: Happy bday to one of my favs @Capri_Sun_Kid 😊🎉🍻” Thanks Jess!👏👏,3.79703E+17,Clay Febus
http://twitter.com/capri_sun_kid,http://twitter.com/Capri_Sun_Kid/statuses/379703096488001536,2013-09-16T20:27:27Z,4,316,329,,,,,,“@Jakovina119: Happy birthday to my boy @Capri_Sun_Kid”thanks brotha!,3.79703E+17,Clay Febus
http://twitter.com/capri_sun_kid,http://twitter.com/Capri_Sun_Kid/statuses/379703016418709504,2013-09-16T20:27:08Z,4,316,329,,,,,,“@amandapanderz: Happy Birthday to my favorite Claytuss monster 🎉🎊🍻🎁 @Capri_Sun_Kid”Thanks Amanda!! Love yah,3.79703E+17,Clay Febus
http://twitter.com/lori__dori,http://twitter.com/Lori__Dori/statuses/379681839155531776,2013-09-16T19:02:59Z,5,475,608,,,,The Fridge,,I don't know what's in Capri-Sun's that make them taste so good but they're amaaaazing😋,3.79682E+17,Loz✌
http://twitter.com/saianimates,http://twitter.com/SaiAnimates/statuses/379679436163260417,2013-09-16T18:53:26Z,2,34,78,,,US,"Indianapolis, IN",,Another great resold to attend SOLD sessions @IUPUI : Capri Sun! http://t.co/DqqpqrDUMV,3.79679E+17,Samantha Timmermann
http://twitter.com/kikbak1,http://twitter.com/Kikbak1/statuses/379667493767241729,2013-09-16T18:05:59Z,6,3266,2701,,,,DownTheStreet&AroundTheCorner,,"I have some music in this cool Capri Sun online game ""Kids vs Pros"" http://t.co/Hg5yYZji1C My east coast Peeps got a great pitching arm!",3.79667E+17,Kikbak On a Track
http://twitter.com/teganowsnett,http://twitter.com/TeganOwsnett/statuses/379667214284390400,2013-09-16T18:04:52Z,5,454,339,,,GB,Newcastle Upon Tyne,,Got a Capri Sun instead of bottle of lucozade thinking I was being good...... FOURTY ONE CALORIES PER 100ml!!!!! The fuck.,3.79667E+17,Tegan Owsnett
http://twitter.com/iamkasiafierce,http://twitter.com/iamkasiafierce/statuses/379641916910206976,2013-09-16T16:24:21Z,3,104,89,,,,,,Few things taste as good as Capri Sun Roarin' Waters😍,3.79642E+17,Kasia
http://twitter.com/kkcarmelomg,http://twitter.com/kkCarmelomg/statuses/379635700674469889,2013-09-16T15:59:39Z,1,18,62,,,CA,"Coquitlam, BC, Canada",,Chicken nugget TV dinner. Capri Sun. Oz the great and powerful. #life #yay,3.79636E+17,Alan Sharpe
http://twitter.com/keevesygoesrawr,http://twitter.com/keevesygoesrawr/statuses/379632487204679682,2013-09-16T15:46:52Z,6,1387,1969,,,,Gublerland ~ #CucumberGang,,MY SCHOOL HAS CAPRI SUN DO YOU EVEN KNOW HOW HAPPY I AM RIGHT NOW,3.79632E+17,Pikachu ^_^
http://twitter.com/realistmama,http://twitter.com/RealistMama/statuses/379622983100157953,2013-09-16T15:09:06Z,5,778,760,,,US,zephryhills fl,,Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.79623E+17,WhatMakeUReal
http://twitter.com/bacon_is_good_,http://twitter.com/Bacon_Is_Good_/statuses/379619547571302400,2013-09-16T14:55:27Z,5,288,209,,,,Everywhere and Anywhere,,RT @StevStiffler Alcohol should be served in Capri Sun pouches When you can no longer get the straw in the hole you've had enough.,3.7962E+17,Gabz;
http://twitter.com/this1domguy,http://twitter.com/this1domguy/statuses/379618451155058688,2013-09-16T14:51:06Z,4,124,362,,,US,LA!,,Happy birthday to my brotha yohocaptainjack   only you can rock the Capri-sun with sunglasses on a… http://t.co/9Zs9IDvB6h,3.79618E+17,Dominic T.
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/379588508257890304,2013-09-16T12:52:07Z,5,499,508,,,,,,@halimahslim good morning 😘😘😘,3.79589E+17,❤Ace❤
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/379587892114640896,2013-09-16T12:49:40Z,5,499,508,,,,,,All these good sisters on my TL this morning 🙌👭👳,3.79588E+17,❤Ace❤
http://twitter.com/kimberlyanilao,http://twitter.com/kimberlyanilao/statuses/379575461430308864,2013-09-16T12:00:16Z,5,266,176,,,US,Chicago,,But I don't have a capri sun  so ehhh  not as good.,3.79575E+17,Kimberly Anilao
http://twitter.com/young_bambi,http://twitter.com/Young_Bambi/statuses/379562023337861120,2013-09-16T11:06:52Z,5,417,249,,,,The Pocket,,RT @Big_McD26 @Young_Bambi Thry are having Capri-Sun chugging races...and water pong,3.79562E+17,Drake Toto
http://twitter.com/_hellogoodbyex,http://twitter.com/_hellogoodbyeX/statuses/379560042615558144,2013-09-16T10:59:00Z,5,566,567,,,,,,@PatBerry_ good job I put you in a Capri sun and water then ☺,3.7956E+17,☯ Gemma X
http://twitter.com/fsenuz,http://twitter.com/fsenuz/statuses/379548012780859392,2013-09-16T10:11:12Z,0,10,18,,,CA,Toronto,,Chicken nugget TV dinner. Capri Sun. Oz the great and powerful. #life #yay,3.79548E+17,Maria Siciliano
http://twitter.com/sgkickoffworldx,http://twitter.com/sgkickoffworldx/statuses/379504613646295041,2013-09-16T07:18:45Z,0,4,5,,,AU,"Melbourne, Australia",,Chicken nugget TV dinner. Capri Sun. Oz the great and powerful. #life #yay,3.79505E+17,SGKickOffWorld
http://twitter.com/renaardd,http://twitter.com/renaardd/statuses/379501610743103488,2013-09-16T07:06:49Z,2,30,37,,,,,,so i have now become a capri-sun appreciation blog account  cool,3.79502E+17,Sam
http://twitter.com/hebejean,http://twitter.com/hebejean/statuses/379500034074894336,2013-09-16T07:00:33Z,2,27,40,,,,,,Quavers and a Capri sun for school  and I've done all my homework Today shall be a good day,3.795E+17,Jeanie
http://twitter.com/mrr_model,http://twitter.com/Mrr_Model/statuses/379481670925053952,2013-09-16T05:47:35Z,3,82,84,,,,,,Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.79482E+17,Ryan Brain
http://twitter.com/luis_enri_caste,http://twitter.com/Luis_Enri_Caste/statuses/379470257988964352,2013-09-16T05:02:14Z,4,285,235,,,,,,RT @DanceYadira Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.7947E+17,Luis Castellanos
http://twitter.com/hector2dope,http://twitter.com/Hector2Dope/statuses/379470095400976384,2013-09-16T05:01:35Z,5,329,280,,,,,,RT @DanceYadira Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.7947E+17,Hector Perez
http://twitter.com/_tonyramos,http://twitter.com/_TonyRamos/statuses/379470025125421056,2013-09-16T05:01:18Z,5,390,277,,,US,Palm Springs-Huntington Beach,,RT @DanceYadira Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.7947E+17,Hector Antonio Ramos
http://twitter.com/chimpyyrfc,http://twitter.com/ChimpyyRFC/statuses/379469803225772032,2013-09-16T05:00:25Z,4,239,238,,,,,,RT @DanceYadira Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.7947E+17,Sam Franz 800m
http://twitter.com/danceyadira,http://twitter.com/DanceYadira/statuses/379469760313843714,2013-09-16T05:00:15Z,5,372,286,,,,,,Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.7947E+17,Yadira
http://twitter.com/chasedavison1,http://twitter.com/ChaseDavison1/statuses/379459685763387392,2013-09-16T04:20:13Z,3,133,113,,,,,,83 You're a really awesome person and that Capri-sun was delicious... And you play basketball which is really cool.,3.7946E+17,Chase Davison
http://twitter.com/annaaeli,http://twitter.com/AnnaaEli/statuses/379457298113900544,2013-09-16T04:10:44Z,5,383,649,,,,WDE,,RT @laur3npb Capri Sun sounds sooooo good right now!,3.79457E+17,Anna Morris
http://twitter.com/paveldidovets,http://twitter.com/paveldidovets/statuses/379456235239505920,2013-09-16T04:06:31Z,1,10,15,,,US,auburn wa.,,Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.79456E+17,Pavel
http://twitter.com/laur3npb,http://twitter.com/laur3npb/statuses/379455259673780225,2013-09-16T04:02:38Z,5,484,469,,,US,Alabama RTR,,Capri Sun sounds sooooo good right now!,3.79455E+17,Lauren Paige Baker
http://twitter.com/onethankfulmom,http://twitter.com/onethankfulmom/statuses/379455145731305472,2013-09-16T04:02:11Z,4,198,50,,,US,USA,,Baseball games and fun in the sun with Capri Sun. http://t.co/kwVAhr7wS3,3.79455E+17,Lisa Qualls
http://twitter.com/jgarcia0890,http://twitter.com/jgarcia0890/statuses/379454465021345792,2013-09-16T03:59:29Z,5,696,683,,,,,,“@loveee_sav: “@W_garcia7: Man that Capri-sun was good lastnight.” *jungle juice” whoa kids  let's take it easy. (: no invite? Messed up! ☺😂,3.79454E+17,Joshie | Swine
http://twitter.com/loveee_sav,http://twitter.com/loveee_sav/statuses/379454132026761216,2013-09-16T03:58:09Z,5,342,290,,,US,CC/TX,,“@W_garcia7: Man that Capri-sun was good lastnight.” *jungle juice,3.79454E+17,Savannah.
http://twitter.com/mr_aj_pena,http://twitter.com/Mr_AJ_Pena/statuses/379453941764722690,2013-09-16T03:57:24Z,5,604,512,,,,Man On The Moon,,RT @W_garcia7 Man that Capri-sun was good lastnight.,3.79454E+17,AJ. ⚽
http://twitter.com/w_garcia7,http://twitter.com/W_garcia7/statuses/379453792908877824,2013-09-16T03:56:48Z,4,182,149,,,,Lone Star State,,Man that Capri-sun was good lastnight.,3.79454E+17,Willie Garcia
http://twitter.com/_theladybro,http://twitter.com/_theladybro/statuses/379449670067830785,2013-09-16T03:40:25Z,4,102,133,,,,in this jawn,,Come home to a fridge full of Capri sun and some Pupusas hashtag the good life,3.7945E+17,bloodshot bambi
http://twitter.com/theryansettle,http://twitter.com/theryansettle/statuses/379446139340472321,2013-09-16T03:26:24Z,2,48,109,,,,,,Kid thinks he can drink. Go get some Capri sun an put it in a beer can to make yourself happy😂😂,3.79446E+17,Ryan settle
http://twitter.com/hollebaize,http://twitter.com/HolleBaize/statuses/379445523305865216,2013-09-16T03:23:57Z,4,305,412,,,,,,Always gotta have a Capri Sun before I leave the house. Puts me in a good mood ☺,3.79446E+17,Holle Baize Raymond
http://twitter.com/anaizalvidrez,http://twitter.com/AnaizAlvidrez/statuses/379437704884154369,2013-09-16T02:52:53Z,4,285,230,,,,,,Its all fun and games until you realize your Capri Sun has no straw.,3.79438E+17,Alva
http://twitter.com/ughokayy,http://twitter.com/ughokayy/statuses/379436315722678272,2013-09-16T02:47:21Z,4,98,80,,,,,,RT @r__daawg welcome to the friend zone. it’s a zone for friends. hang out  have fun  grab a capri sun. there’s trampolines and a ball pit.,3.79436E+17,♕ mɑyɑ ♕
http://twitter.com/laurenruffers39,http://twitter.com/LaurenRuffers39/statuses/379431040164831232,2013-09-16T02:26:24Z,5,623,729,,,,,,It was all fun and games until I got back to my room and realized my Capri sun doesn't have a straw. Why does life hate me,3.79431E+17,Laurenn✨
http://twitter.com/smileymfriley,http://twitter.com/SmileyMfRiley/statuses/379430948317564928,2013-09-16T02:26:02Z,5,570,699,,,,Texas☀,,Why do bad things happen to good people...? I deserved that Capri Sun...:(,3.79431E+17,♡®iley♡
http://twitter.com/r__daawg,http://twitter.com/r__daawg/statuses/379429435344048128,2013-09-16T02:20:01Z,4,220,308,,,,,,welcome to the friend zone. it’s a zone for friends. hang out  have fun  grab a capri sun. there’s trampolines and a ball pit.,3.79429E+17,mac n cheese
http://twitter.com/_capri_sun,http://twitter.com/_Capri_Sun/statuses/379409065774170113,2013-09-16T00:59:05Z,4,129,113,,,,,,Ctfu  he happy for me,3.79409E+17,Yasmeen Capri
http://twitter.com/_capri_sun,http://twitter.com/_Capri_Sun/statuses/379408775687720960,2013-09-16T00:57:55Z,4,129,113,,,,,,Don't fuck wiyh anybody anymore  I can make my own self happy,3.79409E+17,Yasmeen Capri
http://twitter.com/emily_sarah1,http://twitter.com/emily_sarah1/statuses/379403008490364928,2013-09-16T00:35:00Z,2,32,87,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.79403E+17,Emily W
http://twitter.com/renaardd,http://twitter.com/renaardd/statuses/379400311997464576,2013-09-16T00:24:17Z,2,30,37,,,,,,capri-sun is tasty,3.794E+17,Sam
http://twitter.com/kylemorrow1998,http://twitter.com/kylemorrow1998/statuses/379399860279328768,2013-09-16T00:22:30Z,2,40,73,,,,,,When we cuddle I Squeeze her a Capri Sun I fuck her pussy so good I get it back like a re fun 😍😍😍👌👌👌,3.794E+17,mr. ceo
http://twitter.com/tsporek,http://twitter.com/TSporek/statuses/379395882409410560,2013-09-16T00:06:41Z,3,166,153,,,,Fallsington,,Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.79396E+17,Tim Sporek
http://twitter.com/_capri_sun,http://twitter.com/_Capri_Sun/statuses/379393215025385472,2013-09-15T23:56:05Z,4,129,113,,,,,,As long as she good  I'm good,3.79393E+17,Yasmeen Capri
http://twitter.com/carolinakels,http://twitter.com/CarolinaKels/statuses/379384318487199744,2013-09-15T23:20:44Z,2,36,55,,,,,,Discovered a delicious Capri Sun flavor that I've never tried before. Today was a good day.,3.79384E+17,Kelsey McAlarney
http://twitter.com/meg_lil,http://twitter.com/Meg_LiL/statuses/379374181651341312,2013-09-15T22:40:27Z,5,462,632,,,,,,I just wanna drink a nice capri sun and watch great gatsby,3.79374E+17,Meggy Lil
http://twitter.com/michfranks,http://twitter.com/MichFranks/statuses/379365607013359616,2013-09-15T22:06:23Z,4,205,259,,,,,,I need a lifetime supply of Capri Sun and then I'll be happy,3.79366E+17,michelle
http://twitter.com/lucyvictoria8,http://twitter.com/LucyVictoria8/statuses/379357045751054336,2013-09-15T21:32:22Z,4,192,208,,,,,,@killHann it's the beauty of coming to see you  good old Capri-Sun haha 👌🌞,3.79357E+17,Lucy Sale
http://twitter.com/therealnate13,http://twitter.com/TheRealNate13/statuses/379352261731696642,2013-09-15T21:13:21Z,4,182,389,,,,Inside Your Cerebrum,,@markhoppus If someone gave you a glass of Capri Sun do you think it would taste as good as drinking it out of the pouch?,3.79352E+17,Nathan Williams
http://twitter.com/richy_neves,http://twitter.com/Richy_Neves/statuses/379350773022224384,2013-09-15T21:07:26Z,2,61,88,,,CA,"Kingston, Ontario",,Its all fun and games until you realize your Capri Sun has no straw then #shitgetsreal,3.79351E+17,Richard Neves
http://twitter.com/arielhorn,http://twitter.com/ArielHorn/statuses/379348409146036225,2013-09-15T20:58:03Z,7,3821,127,,,US,"New York, NY",,RT @BridgetDavidson Group playoffs  analyst desk  and strawberry Capri Sun!? What a great day ^^ #Worlds http://t.co/gbfKZ4FP1Z,3.79348E+17,Ariel Horn
http://twitter.com/bridgetdavidson,http://twitter.com/BridgetDavidson/statuses/379348213301407744,2013-09-15T20:57:16Z,7,5755,147,,,,City of Angels,,Group playoffs  analyst desk  and strawberry Capri Sun!? What a great day ^^ #Worlds http://t.co/gbfKZ4FP1Z,3.79348E+17,Bridget Davidson
http://twitter.com/_capri_sun,http://twitter.com/_Capri_Sun/statuses/379344852846407680,2013-09-15T20:43:55Z,4,129,113,,,,,,how ya grades like? — They're good hby http://t.co/QDt19u89B0,3.79345E+17,Yasmeen Capri
http://twitter.com/rittz001,http://twitter.com/Rittz001/statuses/379323867874877441,2013-09-15T19:20:32Z,4,219,391,,,US,US,,Sometimes I think that @cara_donels would make a great boyfriend. She brings me Oreos and Capri Sun. It doesn't get much better than that.,3.79324E+17,Jacy
http://twitter.com/lohspartan,http://twitter.com/LohSpartan/statuses/379318263819141120,2013-09-15T18:58:16Z,4,143,230,,,ZA,"Cape Town, South Africa",,RT @CallMeAdolf Hi. RT @AintEeenTrippin: I'd suck a young ladies breath out her lungs vaginally dis mawnin....suck her box up like a Capri Sun pouch.,3.79318E+17,Londiwe
http://twitter.com/hannahczaruk,http://twitter.com/HannahCzaruk/statuses/379313164573097984,2013-09-15T18:38:00Z,5,372,357,,,,Avon,,@DemetriaWhite but is it as good as my Capri sun...no it's not.,3.79313E+17,Hannah
http://twitter.com/kaila_marinaro,http://twitter.com/kaila_marinaro/statuses/379311917199667201,2013-09-15T18:33:02Z,5,809,868,,,,,,Nothing like a good ole Capri Sun☺ http://t.co/PTkyGh9rtG,3.79312E+17,Kaila Marinaro✨
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/379306257502703616,2013-09-15T18:10:33Z,5,499,508,,,,,,I'm a cool ass person😎,3.79306E+17,❤Ace❤
http://twitter.com/dmk2567,http://twitter.com/dmk2567/statuses/379305269547003904,2013-09-15T18:06:38Z,5,350,157,,,US,Lancaster PA,,My housemates make fun of me becaus with drink Capri Sun!,3.79305E+17,David :)
http://twitter.com/chelsea43louis,http://twitter.com/chelsea43louis/statuses/379297560357523456,2013-09-15T17:36:00Z,6,991,1995,,,GB,Northern Ireland,,RT @souryasilwal It's all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.79298E+17,Jordan's Jelly Belly
http://twitter.com/souryasilwal,http://twitter.com/souryasilwal/statuses/379297380480188418,2013-09-15T17:35:17Z,5,2207,2215,,,US,Minnesota,,It's all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.79297E+17,Sourya Silwal
http://twitter.com/lykh_,http://twitter.com/Lykh_/statuses/379290945004388352,2013-09-15T17:09:42Z,4,149,135,,,,,,NP everydays good - patrice *roule un joooint* on est pozeeeeiy B) naah lol jbois mon Capri Sun ^-^,3.79291E+17,☀SUUNSHINE ☀
http://twitter.com/cash23_,http://twitter.com/Cash23_/statuses/379285935646466049,2013-09-15T16:49:48Z,5,617,612,,,,- ig : @Cash23_ ★ ..,,RT @AintEeenTrippin I'd suck a young ladies breath out her lungs vaginally dis mawnin....suck her box up like a Capri Sun pouch.,3.79286E+17,vol1 mixtape solider
http://twitter.com/caitlinvanhinss,http://twitter.com/CaitlinVanhinss/statuses/379280479909732352,2013-09-15T16:28:07Z,5,566,773,,,,,,RT @svpjesse Capri sun is so good,3.7928E+17,Caitlin
http://twitter.com/svpjesse,http://twitter.com/svpjesse/statuses/379279990250299392,2013-09-15T16:26:11Z,5,916,581,,,,,,Capri sun is so good,3.7928E+17,▲
http://twitter.com/sipmy_capri_sun,http://twitter.com/SipMy_Capri_Sun/statuses/379274880841424896,2013-09-15T16:05:52Z,5,499,508,,,,,,Happy Birthday Sizzle @Votedbest_SAUCE 🎁🎉🎈,3.79275E+17,❤Ace❤
